Studentid,firstname,lastname,email,Date of Exam,Marks,Percentage,City,Country,Country Code
2786,Drucie,Barrus,Drucie.Barrus@yopmail.com,20-02-2008,641,96.452,Detroit,Iraq,AW
2419,Beth,Nedrud,Beth.Nedrud@yopmail.com,12-04-1997,955,85.1349,Luanda,Kiribati,TT
2722,Neila,Tjon,Neila.Tjon@yopmail.com,02-10-1980,844,60.8358,Lyon,Haiti,AE
2433,Lanae,Gaal,Lanae.Gaal@yopmail.com,02-03-1945,298,96.945,Liverpool,Kazakhstan,GM
2766,Phylis,Martsen,Phylis.Martsen@yopmail.com,08-07-1929,984,93.7498,Puerto Williams,Panama,NL
2635,Korrie,Lamoree,Korrie.Lamoree@yopmail.com,16-04-1972,869,40.5399,Faisalabad,Sierra Leone,SY
2516,Adore,Norvol,Adore.Norvol@yopmail.com,01-03-1990,331,42.8444,Edinburgh,Hong Kong,CL
2386,Roz,Ball,Roz.Ball@yopmail.com,09-01-1900,811,49.4436,Moroni,Mayotte,AQ
2000,Cathyleen,Audly,Cathyleen.Audly@yopmail.com,24-06-1971,142,72.5039,New York City,"Korea, Republic of",KN
2471,Brynna,Bergman,Brynna.Bergman@yopmail.com,03-12-1920,963,81.2509,Edinburgh,Uzbekistan,IS
2440,Aubrie,Zola,Aubrie.Zola@yopmail.com,15-03-1950,277,65.0701,Sydney,Sudan,EC
2004,Marcy,Adore,Marcy.Adore@yopmail.com,04-02-1953,138,75.2106,La Paz,Slovakia,GT
2006,Penelopa,Clywd,Penelopa.Clywd@yopmail.com,10-12-1924,152,90.3314,Cologne,Colombia,AZ
2308,Cam,Cassius,Cam.Cassius@yopmail.com,18-09-1939,336,75.744,Casablanca,Samoa,AG
2198,Marti,Zenas,Marti.Zenas@yopmail.com,28-10-1992,872,42.4422,Tirana,Monaco,NU
2713,Anica,Pitt,Anica.Pitt@yopmail.com,04-03-1923,512,34.2987,Bangkok,Morocco,GH
2102,Juliane,Milson,Juliane.Milson@yopmail.com,15-06-1915,225,31.6706,Paramaribo,Zambia,OM
2184,Janis,Laurianne,Janis.Laurianne@yopmail.com,14-09-1920,307,69.3869,Durban,Algeria,VI
2567,Meg,Afton,Meg.Afton@yopmail.com,13-06-1988,328,57.3556,Tagbilaran,Saint Helena,SR
2236,Zia,Birdella,Zia.Birdella@yopmail.com,09-11-1983,374,81.8478,Warsaw,Sweden,CX
2606,Deloria,Roche,Deloria.Roche@yopmail.com,06-01-1907,399,82.0279,Gaborone,Iceland,TG
2592,Tina,Brenn,Tina.Brenn@yopmail.com,20-02-1991,270,34.1139,Winnipeg,Azerbaijan,CM
2129,Nelle,Ciapas,Nelle.Ciapas@yopmail.com,05-09-1905,825,70.5136,Andorra la Vella,Mozambique,TR
2617,Willetta,Shanley,Willetta.Shanley@yopmail.com,02-07-2016,220,97.8557,Philadelphia,Cocos (Keeling) Islands,JP
2267,Cindelyn,Amasa,Cindelyn.Amasa@yopmail.com,08-01-2006,431,47.2456,Fukuoka,Mali,MH
2807,Anica,Jerald,Anica.Jerald@yopmail.com,22-07-1916,216,93.7928,Khartoum,Chile,TV
2316,Eolanda,Adamsen,Eolanda.Adamsen@yopmail.com,02-08-1938,388,77.5165,São Tomé,Northern Mariana Islands,BE
2345,Shaylyn,Mott,Shaylyn.Mott@yopmail.com,21-08-1927,913,69.8826,Mata-Utu,Central African Republic,MS
2188,Marcy,Iiette,Marcy.Iiette@yopmail.com,05-11-1945,166,72.088,Fukuoka,Switzerland,BA
2900,Sindee,Sandye,Sindee.Sandye@yopmail.com,28-01-1918,515,80.5175,Riyadh,Yemen,GF
2859,Blinni,Urania,Blinni.Urania@yopmail.com,08-06-1910,600,41.7754,Yokohama,Cyprus,CX
2325,Fernande,Jagir,Fernande.Jagir@yopmail.com,28-10-1977,975,53.4792,Hanover,Sao Tome and Principe,SH
2531,Isa,Gladstone,Isa.Gladstone@yopmail.com,28-09-1938,67,51.6258,Townsville,Niue,BN
2380,Carol-Jean,Sekofski,Carol-Jean.Sekofski@yopmail.com,06-05-1903,992,46.9463,Iloilo City,Netherlands Antilles,JP
2783,Mireielle,Pettiford,Mireielle.Pettiford@yopmail.com,04-10-1970,146,63.7404,Tallinn,Antarctica,AE
2800,Odessa,Roxanna,Odessa.Roxanna@yopmail.com,11-04-2008,413,99.9786,Salzburg,Wallis and Futuna,AQ
2385,Anallese,Kimmie,Anallese.Kimmie@yopmail.com,05-02-1982,89,31.7569,Moscow,Costa Rica,LI
2280,Ileana,Fiester,Ileana.Fiester@yopmail.com,09-12-1965,896,71.8434,Yokohama,Paraguay,GY
2953,Dolli,Raychel,Dolli.Raychel@yopmail.com,23-01-1930,753,53.5828,Harare,Anguilla,MY
2350,Nikki,Fillbert,Nikki.Fillbert@yopmail.com,02-07-1978,959,93.877,Bratislava,Sudan,MN
2217,Odessa,Jehu,Odessa.Jehu@yopmail.com,15-10-1948,242,65.2384,Saint Petersburg,Greenland,RO
2551,Berget,Imelida,Berget.Imelida@yopmail.com,24-07-1903,422,79.5547,Adamstown,Heard Island and Mcdonald Islands,HK
2352,Christian,Dash,Christian.Dash@yopmail.com,03-08-1925,848,32.2747,Moroni,Egypt,SA
2037,Vere,O'Carroll,Vere.O'Carroll@yopmail.com,29-10-1952,738,30.6819,Gothenburg,Malaysia,SD
2536,Julieta,Linehan,Julieta.Linehan@yopmail.com,18-02-1913,426,43.0781,Kraków,Norfolk Island,MT
2343,Gavrielle,Lowry,Gavrielle.Lowry@yopmail.com,23-08-1986,449,34.5676,Kano,South Africa,GL
2443,Aigneis,Loleta,Aigneis.Loleta@yopmail.com,02-05-1956,486,81.5273,Basra,Venezuela,HR
2330,Hyacinthe,Ietta,Hyacinthe.Ietta@yopmail.com,29-08-1980,818,65.2818,Nassau,Oman,KI
2439,Philis,Kalinda,Philis.Kalinda@yopmail.com,05-03-1910,673,61.0313,Bucharest,Mayotte,DE
2456,Mildrid,Hewitt,Mildrid.Hewitt@yopmail.com,25-09-1968,220,75.3688,Dili,Argentina,CL
2557,Yvonne,Denis,Yvonne.Denis@yopmail.com,02-10-1958,694,96.7137,Edinburgh,Morocco,TV
2464,Rori,Kare,Rori.Kare@yopmail.com,27-11-1959,893,63.4191,Riverside,Cameroon,MP
2315,Lulita,Malanie,Lulita.Malanie@yopmail.com,02-04-1991,385,93.7075,Podgorica,Peru,SE
2071,Cherilyn,Amethist,Cherilyn.Amethist@yopmail.com,18-04-1958,938,62.9074,Malmö,Reunion,ER
2558,Talya,Gabrielli,Talya.Gabrielli@yopmail.com,09-02-1977,997,31.1154,Turin,Somalia,IL
2992,Edith,Alwin,Edith.Alwin@yopmail.com,14-05-2006,749,52.9615,Bilbao,Kazakhstan,BW
2569,Gilligan,Marsden,Gilligan.Marsden@yopmail.com,02-01-1932,995,87.0169,Santa Cruz de la Sierra,Costa Rica,YE
2840,Sharlene,Roxanna,Sharlene.Roxanna@yopmail.com,02-05-1973,553,68.0381,Daegu,Cuba,JE
2327,Morganica,Cohdwell,Morganica.Cohdwell@yopmail.com,27-10-1920,651,64.0408,Juneau,Cape Verde,BG
2394,Addia,Dearborn,Addia.Dearborn@yopmail.com,05-10-1905,83,51.9698,Marseille,Turkey,EE
2077,Phylis,Duwalt,Phylis.Duwalt@yopmail.com,11-06-1909,586,59.0652,Hamburg,Zambia,AQ
2436,Catrina,Love,Catrina.Love@yopmail.com,23-02-2009,618,62.9284,Willemstad,Liberia,KW
2416,Ricky,August,Ricky.August@yopmail.com,13-09-1968,735,88.0048,Tiraspol,Bosnia and Herzegovina,RW
2259,Mignon,Tarrant,Mignon.Tarrant@yopmail.com,11-06-1981,440,60.7218,Nukus,Central African Republic,DM
2027,Nanete,Greenwald,Nanete.Greenwald@yopmail.com,15-01-1971,944,59.0959,Sukhumi,Cape Verde,PE
2601,Fidelia,Tufts,Fidelia.Tufts@yopmail.com,10-07-1981,205,99.3944,Johor Bahru,French Southern Territories,TW
2830,Catrina,Dex,Catrina.Dex@yopmail.com,28-02-1947,192,41.1668,Zagreb,Christmas Island,KP
2030,Sonni,Fry,Sonni.Fry@yopmail.com,21-03-2018,682,80.5499,Tianjin,Venezuela,DK
2297,Quintina,Raseda,Quintina.Raseda@yopmail.com,26-09-1953,654,83.3724,Tehran,"Macedonia, The Former Yugoslav Republic of",SE
2269,Estell,Sheedy,Estell.Sheedy@yopmail.com,29-10-1955,304,60.862,Kyoto,New Caledonia,BA
2750,Ermengarde,Even,Ermengarde.Even@yopmail.com,07-05-1937,715,46.7975,Jerusalem,Chile,ID
2277,Melisent,Cressida,Melisent.Cressida@yopmail.com,10-08-1934,291,55.6566,Punta Arenas,Sweden,JM
2034,Melisent,Riordan,Melisent.Riordan@yopmail.com,09-06-1930,765,75.5698,Ürümqi,Sudan,ZA
2093,Gusty,Ailyn,Gusty.Ailyn@yopmail.com,10-04-1918,566,36.6783,Barranquilla,French Polynesia,SV
